,img_path,xmin,ymin,xmax,ymax,score,img_name,tile_index,tile_xmin,tile_ymin,tile_xmax,tile_ymax,x,y,Xmin,Ymin,Xmax,Ymax,X,Y,lon,lat
21,Nestor Macias RGB_2_0_7600_4000_11600.png,2500.20654296875,2184.326904296875,2810.892333984375,2512.03564453125,0.5297513008117676,Nestor Macias RGB,2,0,7600,4000,11600,2655.5494384765625,2348.1812744140625,2500.20654296875,9784.326904296877,2810.892333984375,10112.03564453125,2655.5494384765625,9948.181274414062,-79.57640981241518,-2.1817397105712666
22,Nestor Macias RGB_2_0_7600_4000_11600.png,362.5914306640625,13.67070198059082,635.8095092773438,279.0518798828125,0.5277119278907776,Nestor Macias RGB,2,0,7600,4000,11600,499.2004699707031,146.36129093170166,362.5914306640625,7613.670701980591,635.8095092773438,7879.0518798828125,499.2004699707031,7746.361290931702,-79.57660963975641,-2.1815310379410744
23,Nestor Macias RGB_2_0_7600_4000_11600.png,3532.845703125,3396.61181640625,3781.144287109375,3657.9189453125,0.4997831583023071,Nestor Macias RGB,2,0,7600,4000,11600,3656.994995117188,3527.265380859375,3532.845703125,10996.61181640625,3781.144287109375,11257.9189453125,3656.994995117188,11127.265380859377,-79.57631700916028,-2.1818514556655773
24,Nestor Macias RGB_2_0_7600_4000_11600.png,3826.214599609375,405.8929138183594,3997.2294921875,657.5199584960938,0.499437928199768,Nestor Macias RGB,2,0,7600,4000,11600,3911.7220458984375,531.7064361572266,3826.214599609375,8005.892913818359,3997.2294921875,8257.519958496094,3911.7220458984375,8131.706436157227,-79.57629340378377,-2.1815675581768743
25,Nestor Macias RGB_2_0_7600_4000_11600.png,1147.3529052734375,1166.2703857421875,1411.1336669921875,1419.8250732421875,0.4985561370849609,Nestor Macias RGB,2,0,7600,4000,11600,1279.2432861328125,1293.0477294921875,1147.3529052734375,8766.270385742188,1411.1336669921875,9019.825073242188,1279.2432861328125,8893.047729492188,-79.57653735373765,-2.181639712617903
26,Nestor Macias RGB_2_0_7600_4000_11600.png,3542.13671875,14.391274452209473,3795.0126953125,274.5884704589844,0.4959499537944793,Nestor Macias RGB,2,0,7600,4000,11600,3668.57470703125,144.48987245559692,3542.13671875,7614.3912744522095,3795.0126953125,7874.588470458984,3668.57470703125,7744.489872455597,-79.57631593607653,-2.181530860581518
27,Nestor Macias RGB_2_0_7600_4000_11600.png,3622.77587890625,1463.9534912109375,3969.107421875,1879.053955078125,0.4944078922271728,Nestor Macias RGB,2,0,7600,4000,11600,3795.941650390625,1671.5037231445312,3622.77587890625,9063.953491210938,3969.107421875,9479.053955078123,3795.941650390625,9271.503723144531,-79.57630413307153,-2.181675579949565
28,Nestor Macias RGB_2_0_7600_4000_11600.png,1194.0072021484375,22.308177947998047,1513.343994140625,361.06201171875,0.4839756488800049,Nestor Macias RGB,2,0,7600,4000,11600,1353.6755981445312,191.685094833374,1194.0072021484375,7622.308177947998,1513.343994140625,7961.06201171875,1353.6755981445312,7791.685094833374,-79.57653045614768,-2.181535333404573
29,Nestor Macias RGB_2_0_7600_4000_11600.png,3697.51123046875,3036.08740234375,3977.470947265625,3337.778076171875,0.4819553792476654,Nestor Macias RGB,2,0,7600,4000,11600,3837.491088867188,3186.9327392578125,3697.51123046875,10636.08740234375,3977.470947265625,10937.778076171877,3837.491088867188,10786.932739257812,-79.5763002827143,-2.18181920139048
30,Nestor Macias RGB_2_0_7600_4000_11600.png,2282.834228515625,2569.07080078125,2547.727783203125,2854.0244140625,0.4651833176612854,Nestor Macias RGB,2,0,7600,4000,11600,2415.281005859375,2711.547607421875,2282.834228515625,10169.07080078125,2547.727783203125,10454.0244140625,2415.281005859375,10311.547607421877,-79.57643207792172,-2.1817741478136394
31,Nestor Macias RGB_2_0_7600_4000_11600.png,323.2302551269531,258.19097900390625,598.6277465820312,502.0408935546875,0.4572402536869049,Nestor Macias RGB,2,0,7600,4000,11600,460.9290008544922,380.1159362792969,323.2302551269531,7858.190979003906,598.6277465820312,8102.040893554687,460.9290008544922,7980.115936279297,-79.57661318634652,-2.1815531915217625
32,Nestor Macias RGB_2_0_7600_4000_11600.png,1407.0447998046875,253.3296813964844,1656.38720703125,510.9498291015625,0.4542633891105652,Nestor Macias RGB,2,0,7600,4000,11600,1531.7160034179688,382.1397552490234,1407.0447998046875,7853.329681396484,1656.38720703125,8110.949829101562,1531.7160034179688,7982.139755249023,-79.57651395726863,-2.181553383324739
33,Nestor Macias RGB_2_0_7600_4000_11600.png,3324.967529296875,1491.2733154296875,3602.2880859375,1796.2757568359375,0.4511753618717193,Nestor Macias RGB,2,0,7600,4000,11600,3463.6278076171875,1643.7745361328125,3324.967529296875,9091.273315429688,3602.2880859375,9396.275756835938,3463.6278076171875,9243.774536132812,-79.57633492836145,-2.181672951977056
34,Nestor Macias RGB_2_0_7600_4000_11600.png,3732.3662109375,3627.586669921875,3980.3232421875,3875.175048828125,0.4460739493370056,Nestor Macias RGB,2,0,7600,4000,11600,3856.3447265625,3751.380859375,3732.3662109375,11227.586669921877,3980.3232421875,11475.175048828123,3856.3447265625,11351.380859375,-79.57629853556097,-2.1818726957155
35,Nestor Macias RGB_2_0_7600_4000_11600.png,2326.635009765625,1692.7568359375,2672.94189453125,2033.543212890625,0.445645809173584,Nestor Macias RGB,2,0,7600,4000,11600,2499.788452148437,1863.1500244140625,2326.635009765625,9292.7568359375,2672.94189453125,9633.543212890623,2499.788452148437,9463.150024414062,-79.57642424667615,-2.1816937428048635
36,Nestor Macias RGB_2_0_7600_4000_11600.png,2131.687255859375,2091.662109375,2474.087158203125,2454.407958984375,0.4426575601100921,Nestor Macias RGB,2,0,7600,4000,11600,2302.88720703125,2273.0350341796875,2131.687255859375,9691.662109375,2474.087158203125,10054.407958984377,2302.88720703125,9873.035034179688,-79.57644249337595,-2.181732588752173
37,Nestor Macias RGB_2_0_7600_4000_11600.png,1373.4566650390625,903.4796142578124,1628.6932373046875,1148.4603271484375,0.4321478605270386,Nestor Macias RGB,2,0,7600,4000,11600,1501.074951171875,1025.969970703125,1373.4566650390625,8503.479614257812,1628.6932373046875,8748.460327148438,1501.074951171875,8625.969970703125,-79.57651679675337,-2.181614400912673
38,Nestor Macias RGB_2_0_7600_4000_11600.png,3750.665771484375,1017.1710205078124,3992.5390625,1435.3466796875,0.4180928468704223,Nestor Macias RGB,2,0,7600,4000,11600,3871.602416992188,1226.2588500976562,3750.665771484375,8617.171020507812,3992.5390625,9035.3466796875,3871.602416992188,8826.258850097656,-79.57629712164153,-2.1816333828492414
39,Nestor Macias RGB_2_0_7600_4000_11600.png,5.10982084274292,552.0321655273438,184.6744537353516,796.1934814453125,0.4164355397224426,Nestor Macias RGB,2,0,7600,4000,11600,94.89213728904726,674.1128234863281,5.10982084274292,8152.032165527344,184.6744537353516,8396.193481445312,94.89213728904726,8274.112823486328,-79.57664710672503,-2.181581054427986
40,Nestor Macias RGB_2_0_7600_4000_11600.png,2858.012451171875,262.0699157714844,3087.22021484375,521.5863037109375,0.4146114587783813,Nestor Macias RGB,2,0,7600,4000,11600,2972.6163330078125,391.8281097412109,2858.012451171875,7862.069915771484,3087.22021484375,8121.5863037109375,2972.6163330078125,7991.828109741211,-79.57638043004921,-2.181554301517157
41,Nestor Macias RGB_2_0_7600_4000_11600.png,3218.315185546875,2598.658203125,3471.373046875,2856.457763671875,0.409877598285675,Nestor Macias RGB,2,0,7600,4000,11600,3344.844116210937,2727.557983398437,3218.315185546875,10198.658203125,3471.373046875,10456.457763671877,3344.844116210937,10327.557983398438,-79.57634593596252,-2.1817756651616924
42,Nestor Macias RGB_2_0_7600_4000_11600.png,3458.243408203125,1910.154296875,3670.43603515625,2142.59130859375,0.4089676737785339,Nestor Macias RGB,2,0,7600,4000,11600,3564.3397216796875,2026.372802734375,3458.243408203125,9510.154296875,3670.43603515625,9742.59130859375,3564.3397216796875,9626.372802734377,-79.57632559545925,-2.181709211883496
43,Nestor Macias RGB_2_0_7600_4000_11600.png,2540.626708984375,2013.828125,2800.462646484375,2237.552001953125,0.406785249710083,Nestor Macias RGB,2,0,7600,4000,11600,2670.544677734375,2125.6900634765625,2540.626708984375,9613.828125,2800.462646484375,9837.552001953123,2670.544677734375,9725.690063476562,-79.57640842281691,-2.18171862445772
44,Nestor Macias RGB_2_0_7600_4000_11600.png,2813.170654296875,2337.4521484375,3151.964599609375,2681.31689453125,0.3954014778137207,Nestor Macias RGB,2,0,7600,4000,11600,2982.567626953125,2509.384521484375,2813.170654296875,9937.4521484375,3151.964599609375,10281.31689453125,2982.567626953125,10109.384521484377,-79.5763795078698,-2.1817549882532816
45,Nestor Macias RGB_2_0_7600_4000_11600.png,1380.0880126953125,1238.6077880859375,1593.153076171875,1484.021240234375,0.39091956615448,Nestor Macias RGB,2,0,7600,4000,11600,1486.6205444335938,1361.3145141601562,1380.0880126953125,8838.607788085938,1593.153076171875,9084.021240234377,1486.6205444335938,8961.314514160156,-79.57651813623308,-2.181646182451776
46,Nestor Macias RGB_2_0_7600_4000_11600.png,2762.602294921875,829.378173828125,2957.52978515625,1029.48583984375,0.3891379535198211,Nestor Macias RGB,2,0,7600,4000,11600,2860.0660400390625,929.4320068359376,2762.602294921875,8429.378173828125,2957.52978515625,8629.48583984375,2860.0660400390625,8529.432006835938,-79.57639086000565,-2.181605251740177
47,Nestor Macias RGB_2_0_7600_4000_11600.png,2514.123046875,1387.5047607421875,2870.808349609375,1673.935546875,0.3874578773975372,Nestor Macias RGB,2,0,7600,4000,11600,2692.4656982421875,1530.7201538085938,2514.123046875,8987.504760742188,2870.808349609375,9273.935546875,2692.4656982421875,9130.720153808594,-79.57640639141137,-2.181662237497448
48,Nestor Macias RGB_2_0_7600_4000_11600.png,986.3720092773438,922.1856079101562,1276.52587890625,1187.2783203125,0.3864681124687195,Nestor Macias RGB,2,0,7600,4000,11600,1131.4489440917969,1054.731964111328,986.3720092773438,8522.185607910156,1276.52587890625,8787.2783203125,1131.4489440917969,8654.731964111328,-79.5765510497353,-2.1816171267671294
49,Nestor Macias RGB_2_0_7600_4000_11600.png,2640.86962890625,2560.708984375,2917.22216796875,2845.463134765625,0.3824221789836883,Nestor Macias RGB,2,0,7600,4000,11600,2779.0458984375,2703.0860595703125,2640.86962890625,10160.708984375,2917.22216796875,10445.463134765623,2779.0458984375,10303.086059570312,-79.57639836808515,-2.181773345889113
50,Nestor Macias RGB_2_0_7600_4000_11600.png,2158.65869140625,1433.690185546875,2387.8046875,1663.3690185546875,0.3817068636417389,Nestor Macias RGB,2,0,7600,4000,11600,2273.231689453125,1548.5296020507812,2158.65869140625,9033.690185546877,2387.8046875,9263.369018554688,2273.231689453125,9148.52960205078,-79.5764452415319,-2.1816639253486048
51,Nestor Macias RGB_2_0_7600_4000_11600.png,3517.032958984375,353.1511535644531,3791.028076171875,653.200927734375,0.3776823282241821,Nestor Macias RGB,2,0,7600,4000,11600,3654.030517578125,503.17604064941406,3517.032958984375,7953.151153564453,3791.028076171875,8253.200927734375,3654.030517578125,8103.176040649414,-79.57631728387632,-2.181564854271598
52,Nestor Macias RGB_2_0_7600_4000_11600.png,1791.902099609375,1443.1380615234375,2119.630859375,1748.616455078125,0.3775041699409485,Nestor Macias RGB,2,0,7600,4000,11600,1955.7664794921875,1595.8772583007812,1791.902099609375,9043.138061523438,2119.630859375,9348.616455078123,1955.7664794921875,9195.87725830078,-79.57647466080947,-2.181668412618244
53,Nestor Macias RGB_2_0_7600_4000_11600.png,2210.2275390625,297.0550842285156,2457.11181640625,546.03955078125,0.3761959075927734,Nestor Macias RGB,2,0,7600,4000,11600,2333.669677734375,421.5473175048828,2210.2275390625,7897.055084228516,2457.11181640625,8146.03955078125,2333.669677734375,8021.547317504883,-79.57643964078606,-2.181557118089492
54,Nestor Macias RGB_2_0_7600_4000_11600.png,2052.92333984375,129.38795471191406,2273.63525390625,366.8397521972656,0.3728185892105102,Nestor Macias RGB,2,0,7600,4000,11600,2163.279296875,248.11385345458984,2052.92333984375,7729.387954711914,2273.63525390625,7966.839752197266,2163.279296875,7848.11385345459,-79.57645543074273,-2.1815406813156506
55,Nestor Macias RGB_2_0_7600_4000_11600.png,3212.4814453125,1725.2801513671875,3405.27734375,1923.037109375,0.3717109560966491,Nestor Macias RGB,2,0,7600,4000,11600,3308.87939453125,1824.1586303710935,3212.4814453125,9325.280151367188,3405.27734375,9523.037109375,3308.87939453125,9424.158630371094,-79.57634926878796,-2.181690047481535
56,Nestor Macias RGB_2_0_7600_4000_11600.png,1625.0782470703125,7.853199005126953,1968.9453125,176.93492126464844,0.3682249784469604,Nestor Macias RGB,2,0,7600,4000,11600,1797.0117797851562,92.3940601348877,1625.0782470703125,7607.853199005127,1968.9453125,7776.934921264648,1797.0117797851562,7692.394060134888,-79.57648937249576,-2.181525923315865
57,Nestor Macias RGB_2_0_7600_4000_11600.png,2629.27392578125,1645.830322265625,2994.86376953125,2018.4273681640625,0.3645337522029876,Nestor Macias RGB,2,0,7600,4000,11600,2812.06884765625,1832.128845214844,2629.27392578125,9245.830322265623,2994.86376953125,9618.427368164062,2812.06884765625,9432.128845214844,-79.57639530787169,-2.181690802841059
58,Nestor Macias RGB_2_0_7600_4000_11600.png,1166.880859375,295.9665832519531,1455.723876953125,587.7872924804688,0.359316349029541,Nestor Macias RGB,2,0,7600,4000,11600,1311.3023681640625,441.8769378662109,1166.880859375,7895.966583251953,1455.723876953125,8187.787292480469,1311.3023681640625,8041.876937866211,-79.57653438284508,-2.1815590447844
59,Nestor Macias RGB_2_0_7600_4000_11600.png,2995.653076171875,1297.2874755859375,3302.3173828125,1627.79931640625,0.3506289720535278,Nestor Macias RGB,2,0,7600,4000,11600,3148.9852294921875,1462.5433959960938,2995.653076171875,8897.287475585938,3302.3173828125,9227.79931640625,3148.9852294921875,9062.543395996094,-79.57636408606771,-2.181655776195671
60,Nestor Macias RGB_2_0_7600_4000_11600.png,3862.20458984375,3810.755859375,4000.0,4000.0,0.3472461998462677,Nestor Macias RGB,2,0,7600,4000,11600,3931.102294921875,3905.3779296875,3862.20458984375,11410.755859375,4000.0,11600.0,3931.102294921875,11505.3779296875,-79.57629160782973,-2.181887290448014
61,Nestor Macias RGB_2_0_7600_4000_11600.png,3046.374755859375,1928.000732421875,3281.1806640625,2182.556640625,0.332893967628479,Nestor Macias RGB,2,0,7600,4000,11600,3163.777709960937,2055.278686523437,3046.374755859375,9528.000732421877,3281.1806640625,9782.556640625,3163.777709960937,9655.278686523438,-79.57636271525895,-2.181711951374845
62,Nestor Macias RGB_2_0_7600_4000_11600.png,1416.2606201171875,1729.0673828125,1684.8885498046875,1982.0845947265625,0.332073301076889,Nestor Macias RGB,2,0,7600,4000,11600,1550.5745849609375,1855.5759887695312,1416.2606201171875,9329.0673828125,1684.8885498046875,9582.084594726562,1550.5745849609375,9455.575988769531,-79.57651220965715,-2.1816930249923487
63,Nestor Macias RGB_2_0_7600_4000_11600.png,2949.948974609375,2829.845947265625,3427.7060546875,3317.331787109375,0.3292866349220276,Nestor Macias RGB,2,0,7600,4000,11600,3188.827514648437,3073.5888671875,2949.948974609375,10429.845947265623,3427.7060546875,10917.331787109377,3188.827514648437,10673.5888671875,-79.57636039391119,-2.1818084594751195
64,Nestor Macias RGB_2_0_7600_4000_11600.png,3879.3369140625,660.9246826171875,3994.822021484375,905.3403930664062,0.3243003487586975,Nestor Macias RGB,2,0,7600,4000,11600,3937.0794677734375,783.1325378417969,3879.3369140625,8260.924682617188,3994.822021484375,8505.340393066406,3937.0794677734375,8383.132537841797,-79.57629105392932,-2.181591386530841
65,Nestor Macias RGB_2_0_7600_4000_11600.png,360.47015380859375,864.019775390625,627.6104125976562,1118.253173828125,0.3233372867107391,Nestor Macias RGB,2,0,7600,4000,11600,494.040283203125,991.136474609375,360.47015380859375,8464.019775390625,627.6104125976562,8718.253173828125,494.040283203125,8591.136474609375,-79.57661011794728,-2.181611099644948
66,Nestor Macias RGB_2_0_7600_4000_11600.png,843.6565551757812,1092.179443359375,1104.9547119140625,1371.5333251953125,0.321106493473053,Nestor Macias RGB,2,0,7600,4000,11600,974.305633544922,1231.8563842773438,843.6565551757812,8692.179443359375,1104.9547119140625,8971.533325195312,974.305633544922,8831.856384277344,-79.5765656120953,-2.181633913343191
67,Nestor Macias RGB_2_0_7600_4000_11600.png,661.629150390625,5.055901527404785,895.1111450195312,180.41372680664065,0.3174071311950683,Nestor Macias RGB,2,0,7600,4000,11600,778.3701477050781,92.73481416702272,661.629150390625,7605.055901527405,895.1111450195312,7780.413726806641,778.3701477050781,7692.734814167023,-79.57658376929886,-2.181525955610076
68,Nestor Macias RGB_2_0_7600_4000_11600.png,3745.300048828125,3313.240966796875,3994.274169921875,3671.66162109375,0.3064552545547485,Nestor Macias RGB,2,0,7600,4000,11600,3869.787109375,3492.4512939453125,3745.300048828125,10913.240966796877,3994.274169921875,11271.66162109375,3869.787109375,11092.451293945312,-79.57629728986481,-2.181848156237314
69,Nestor Macias RGB_2_0_7600_4000_11600.png,185.38233947753903,349.8028869628906,385.1619567871094,564.338134765625,0.3052234649658203,Nestor Macias RGB,2,0,7600,4000,11600,285.2721481323242,457.0705108642578,185.38233947753903,7949.802886962891,385.1619567871094,8164.338134765625,285.2721481323242,8057.070510864258,-79.57662946434343,-2.1815604847217536
70,Nestor Macias RGB_2_0_7600_4000_11600.png,2592.843994140625,406.9246520996094,2827.655029296875,641.001708984375,0.3033232092857361,Nestor Macias RGB,2,0,7600,4000,11600,2710.24951171875,523.9631805419922,2592.843994140625,8006.924652099609,2827.655029296875,8241.001708984375,2710.24951171875,8123.963180541992,-79.57640474339789,-2.1815668243269104
71,Nestor Macias RGB_2_0_7600_4000_11600.png,2335.07421875,968.933349609375,2522.46826171875,1158.5618896484375,0.3018693923950195,Nestor Macias RGB,2,0,7600,4000,11600,2428.771240234375,1063.7476196289062,2335.07421875,8568.933349609375,2522.46826171875,8758.561889648438,2428.771240234375,8663.747619628906,-79.5764308277912,-2.181617981205986
72,Nestor Macias RGB_2_0_7600_4000_11600.png,3006.392578125,5.479484081268311,3223.633056640625,175.24017333984375,0.2877716422080993,Nestor Macias RGB,2,0,7600,4000,11600,3115.0128173828125,90.35982871055604,3006.392578125,7605.479484081268,3223.633056640625,7775.240173339844,3115.0128173828125,7690.359828710556,-79.57636723426722,-2.1815257305260705
73,Nestor Macias RGB_2_0_7600_4000_11600.png,1355.164794921875,1551.8121337890625,1561.2655029296875,1732.91943359375,0.2862130403518677,Nestor Macias RGB,2,0,7600,4000,11600,1458.2151489257812,1642.3657836914062,1355.164794921875,9151.812133789062,1561.2655029296875,9332.91943359375,1458.2151489257812,9242.365783691406,-79.57652076854109,-2.181672818465652
74,Nestor Macias RGB_2_0_7600_4000_11600.png,3779.967529296875,2648.012451171875,3993.52587890625,2868.769775390625,0.2757260799407959,Nestor Macias RGB,2,0,7600,4000,11600,3886.7467041015625,2758.39111328125,3779.967529296875,10248.012451171877,3993.52587890625,10468.769775390623,3886.7467041015625,10358.39111328125,-79.57629571823111,-2.181778587303538
75,Nestor Macias RGB_2_0_7600_4000_11600.png,1509.9010009765625,1458.4759521484375,1738.0235595703125,1712.90234375,0.2753572165966034,Nestor Macias RGB,2,0,7600,4000,11600,1623.9622802734375,1585.6891479492188,1509.9010009765625,9058.475952148438,1738.0235595703125,9312.90234375,1623.9622802734375,9185.68914794922,-79.57650540887107,-2.1816674470625674
76,Nestor Macias RGB_2_0_7600_4000_11600.png,2080.249267578125,1214.759765625,2269.04345703125,1438.4432373046875,0.2635713219642639,Nestor Macias RGB,2,0,7600,4000,11600,2174.6463623046875,1326.6015014648438,2080.249267578125,8814.759765625,2269.04345703125,9038.443237304688,2174.6463623046875,8926.601501464844,-79.57645437736477,-2.181642892602599
77,Nestor Macias RGB_2_0_7600_4000_11600.png,44.53886795043945,413.67388916015625,214.6498260498047,585.9783935546875,0.2634993195533752,Nestor Macias RGB,2,0,7600,4000,11600,129.59434700012207,499.8261413574219,44.53886795043945,8013.673889160156,214.6498260498047,8185.978393554687,129.59434700012207,8099.826141357422,-79.5766438908957,-2.1815645367922847
