img_path,xmin,ymin,xmax,ymax,score,img_name,tile_index,tile_xmin,tile_ymin,tile_xmax,tile_ymax,x,y,Xmin,Ymin,Xmax,Ymax,X_d,Y_d,lon_d,lat_d,is_musacea_d,is_banana,ground_index,name,lat_g,lon_g,diameter,height,year,plot_id,tree_id,is_musacea_g,site,X_g,Y_g,updated diameter,group,updated height,AGB,carbon,id
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,823.0120849609375,1579.84033203125,981.401123046875,1728.4844970703125,0.3103640377521515,Carlos Vera Guevara RGB,8,7600,0,11600,4000,902.2066040039062,1654.1624145507812,8423.012084960938,1579.84033203125,8581.401123046875,1728.4844970703125,8502.206604003906,1654.1624145507812,-79.59102039405538,-1.19823354429019,0.99,True,164,Musacea,-1.1983081,-79.59098739,14.005602240899998,0.0,2016.0,P3,258.0,1.0,Carlos Vera Guevara RGB,7811.66234689265,4110.781111200733,14.005602240899998,banana,0.0,8.293618678699097,3.234511284692648,164
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,452.486328125,2646.10888671875,718.9949951171875,2921.461181640625,0.3064524531364441,Carlos Vera Guevara RGB,8,7600,0,11600,4000,585.7406616210938,2783.7850341796875,8052.486328125,2646.10888671875,8318.994995117188,2921.461181640625,8185.740661621094,2783.7850341796875,-79.59103755402312,-1.1983072997883666,0.99,True,77,Musacea,-1.19841256,-79.59099299,9.963076139550001,0.0,2016.0,P3,405.0,1.0,Carlos Vera Guevara RGB,7754.680419425755,5083.984443830171,9.963076139550001,banana,0.0,4.015127138333997,1.5658995839502592,77
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,1259.1031494140625,3230.317626953125,1494.0755615234375,3453.597412109375,0.301224946975708,Carlos Vera Guevara RGB,8,7600,0,11600,4000,1376.58935546875,3341.95751953125,8859.103149414062,3230.317626953125,9094.075561523438,3453.597412109375,8976.58935546875,3341.95751953125,-79.59099467124723,-1.1983437440742812,0.99,True,133,Musacea,-1.19846895,-79.59094703,16.8703845174,0.0,2016.0,P3,404.0,1.0,Carlos Vera Guevara RGB,8222.339237789805,5609.342819544445,16.8703845174,banana,0.0,12.32813736923837,4.807973574002964,133
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,254.1567840576172,2117.863525390625,446.4001770019531,2300.834716796875,0.2728777825832367,Carlos Vera Guevara RGB,8,7600,0,11600,4000,350.27848052978516,2209.34912109375,7854.156784057617,2117.863525390625,8046.400177001953,2300.834716796875,7950.278480529785,2209.34912109375,-79.5910503216638,-1.198269793628164,0.99,True,175,Musacea,-1.19832689,-79.59102207,8.2760376878,0.0,2016.0,P3,457.0,1.0,Carlos Vera Guevara RGB,7458.781410919135,4285.838459659941,8.2760376878,banana,0.0,2.7044757640452213,1.0547455479776364,175
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,1148.9677734375,2722.008544921875,1374.20947265625,2979.132568359375,0.26936501264572144,Carlos Vera Guevara RGB,8,7600,0,11600,4000,1261.588623046875,2850.570556640625,8748.9677734375,2722.008544921875,8974.20947265625,2979.132568359375,8861.588623046875,2850.570556640625,-79.59100090701733,-1.1983116603592283,0.99,True,40,Musacea,-1.19842367,-79.59097925,12.1912401324,0.0,2016.0,P3,405.0,1.0,Carlos Vera Guevara RGB,7894.489648388623,5187.490944169987,12.1912401324,banana,0.0,6.171677887613423,2.4069543761692347,40
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,726.201904296875,3448.904052734375,914.3987426757812,3638.414794921875,0.2612641453742981,Carlos Vera Guevara RGB,8,7600,0,11600,4000,820.3003234863281,3543.659423828125,8326.201904296875,3448.904052734375,8514.398742675781,3638.414794921875,8420.300323486328,3543.659423828125,-79.59102483532044,-1.1983569136268168,0.99,True,17,Musacea,-1.19850959,-79.59100620000002,10.1858925388,0.0,2016.0,P3,265.0,1.0,Carlos Vera Guevara RGB,7620.2641229602905,5987.966057511108,10.1858925388,banana,0.0,4.208809960061155,1.6414358844238504,17
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,733.8662719726562,2833.460693359375,930.77099609375,3011.312255859375,0.2550209164619446,Carlos Vera Guevara RGB,8,7600,0,11600,4000,832.3186340332031,2922.386474609375,8333.866271972656,2833.460693359375,8530.77099609375,3011.312255859375,8432.318634033203,2922.386474609375,-79.59102418364266,-1.198316349375467,0.99,True,104,Musacea,-1.19843676,-79.59099486,12.4140565317,0.0,2016.0,P3,402.0,1.0,Carlos Vera Guevara RGB,7735.652525907234,5309.444147542362,12.4140565317,banana,0.0,6.41442122085557,2.5016242761336724,104
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,931.10205078125,1085.4051513671877,1114.00244140625,1275.7652587890625,0.2276118993759156,Carlos Vera Guevara RGB,8,7600,0,11600,4000,1022.55224609375,1180.585205078125,8531.10205078125,1085.4051513671877,8714.00244140625,1275.7652587890625,8622.55224609375,1180.585205078125,-79.59101386846427,-1.1982026234123653,0.99,True,123,Musacea,-1.1982462,-79.59100745,10.504201680700001,0.0,2016.0,P3,257.0,1.0,Carlos Vera Guevara RGB,7607.544942629188,3534.0887285688427,10.504201680700001,banana,0.0,4.493911905548441,1.7526256431638922,123
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,1388.6041259765625,1395.4010009765625,1616.044189453125,1620.2015380859375,0.22626450657844546,Carlos Vera Guevara RGB,8,7600,0,11600,4000,1502.3241577148438,1507.80126953125,8988.604125976562,1395.4010009765625,9216.044189453123,1620.2015380859375,9102.324157714844,1507.80126953125,-79.5909878534357,-1.198223988055234,0.99,True,12,Musacea,-1.19823214,-79.59093878,14.3239113827,0.0,2016.0,P3,463.0,1.0,Carlos Vera Guevara RGB,8306.285827165328,3403.0985040158034,14.3239113827,banana,0.0,8.700265723852526,3.393103632302485,12
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,1667.1483154296875,2577.19580078125,1828.9478759765625,2727.68359375,0.22208410501480105,Carlos Vera Guevara RGB,8,7600,0,11600,4000,1748.048095703125,2652.439697265625,9267.148315429688,2577.19580078125,9428.947875976562,2727.68359375,9348.048095703123,2652.439697265625,-79.59097452936417,-1.1982987239679208,0.99,True,46,Musacea,-1.19840488,-79.59085726,7.957728545960001,0.0,2016.0,P3,461.0,1.0,Carlos Vera Guevara RGB,9135.779884250082,5012.43359571078,7.957728545960001,banana,0.0,2.4877233424466945,0.9702121035542108,46
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,1930.410400390625,1656.81884765625,2208.28173828125,1899.0032958984373,0.2184067964553833,Carlos Vera Guevara RGB,8,7600,0,11600,4000,2069.346069335937,1777.9110717773438,9530.410400390623,1656.81884765625,9808.28173828125,1899.0032958984373,9669.346069335938,1777.9110717773438,-79.59095710738559,-1.1982416241070275,0.99,True,159,Musacea,-1.19832445,-79.59084509999998,14.1329258976,0.0,2016.0,P3,460.0,1.0,Carlos Vera Guevara RGB,9259.512069532402,4263.106158956829,14.1329258976,banana,0.0,8.455038491543302,3.2974650117018887,159
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,1796.71142578125,2062.80908203125,1938.62939453125,2210.768310546875,0.21047908067703247,Carlos Vera Guevara RGB,8,7600,0,11600,4000,1867.67041015625,2136.7886962890625,9396.71142578125,2062.80908203125,9538.62939453125,2210.768310546875,9467.67041015625,2136.7886962890625,-79.59096804299459,-1.1982650560014678,0.99,True,122,Musacea,-1.19834517,-79.59084849,11.1408199643,0.0,2016.0,P3,255.0,1.0,Carlos Vera Guevara RGB,9225.01765274514,4456.144384613176,11.1408199643,banana,0.0,5.093951400241334,1.9866410460941204,122
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2628.421875,3071.8359375,2872.074462890625,3334.472412109375,0.6023679375648499,Carlos Vera Guevara RGB,0,0,0,4000,4000,2750.2481689453125,3203.1541748046875,2628.421875,3071.8359375,2872.074462890625,3334.472412109375,2750.2481689453125,3203.1541748046875,-79.59133228676816,-1.1983346813044138,0.99,True,137,Musacea,-1.19839806,-79.59125197,9.61293608352,0.0,2016.0,P3,420.0,1.0,Carlos Vera Guevara RGB,5119.469785030999,4948.8949519370235,9.61293608352,banana,0.0,3.720528633208753,1.4510061669514138,137
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,1478.071533203125,3091.988525390625,1801.5966796875,3420.699462890625,0.562755823135376,Carlos Vera Guevara RGB,0,0,0,4000,4000,1639.8341064453125,3256.343994140625,1478.071533203125,3091.988525390625,1801.5966796875,3420.699462890625,1639.8341064453125,3256.343994140625,-79.5913924975743,-1.1983381541824838,0.99,True,161,Musacea,-1.19841977,-79.59134435,14.3239113827,0.0,2016.0,P3,465.0,1.0,Carlos Vera Guevara RGB,4179.4714901735715,5151.1565291106845,14.3239113827,banana,0.0,8.700265723852526,3.393103632302485,161
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2750.843994140625,1191.6109619140625,2996.05859375,1426.827392578125,0.4764024317264557,Carlos Vera Guevara RGB,0,0,0,4000,4000,2873.4512939453125,1309.2191772460938,2750.843994140625,1191.6109619140625,2996.05859375,1426.827392578125,2873.4512939453125,1309.2191772460938,-79.59132560623365,-1.1982110222019564,0.99,True,41,Musacea,-1.19827745,-79.59128081,14.6422205246,0.0,2016.0,P3,406.0,1.0,Carlos Vera Guevara RGB,4826.0128590392105,3825.2298748890307,14.6422205246,banana,0.0,9.11725379239417,3.5557289790337263,41
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2542.607421875,3573.947021484375,2786.89990234375,3850.02099609375,0.41077879071235657,Carlos Vera Guevara RGB,0,0,0,4000,4000,2664.753662109375,3711.984008789063,2542.607421875,3573.947021484375,2786.89990234375,3850.02099609375,2664.753662109375,3711.984008789063,-79.59133692260029,-1.1983679039021562,0.99,True,92,Musacea,-1.19840988,-79.59124657,19.0985485103,0.0,2016.0,P3,420.0,1.0,Carlos Vera Guevara RGB,5174.416643639135,5059.016179122424,19.0985485103,banana,0.0,16.056542236293982,6.262051472154652,92
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2262.220947265625,3339.27490234375,2516.451171875,3580.773681640625,0.4089956879615784,Carlos Vera Guevara RGB,0,0,0,4000,4000,2389.3360595703125,3460.0242919921875,2262.220947265625,3339.27490234375,2516.451171875,3580.773681640625,2389.3360595703125,3460.0242919921875,-79.59135185677343,-1.1983514529086032,0.99,True,150,Musacea,-1.19840115,-79.5913127,17.825311943,0.0,2016.0,P3,260.0,1.0,Carlos Vera Guevara RGB,4501.521133276675,4977.682988486111,17.825311943,banana,0.0,13.862142540006113,5.4062355906023845,150
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2245.41064453125,1627.5767822265625,2444.527587890625,1815.08056640625,0.35469526052474976,Carlos Vera Guevara RGB,0,0,0,4000,4000,2344.969116210937,1721.3286743164062,2245.41064453125,1627.5767822265625,2444.527587890625,1815.08056640625,2344.969116210937,1721.3286743164062,-79.59135426251515,-1.198237929720212,0.99,True,75,Musacea,-1.19828206,-79.59132322,10.1858925388,0.0,2016.0,P3,396.0,1.0,Carlos Vera Guevara RGB,4394.47651252051,3868.179016793917,10.1858925388,banana,0.0,4.208809960061155,1.6414358844238504,75
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2420.22216796875,1771.6002197265625,2605.61767578125,1963.7086181640625,0.30524742603302,Carlos Vera Guevara RGB,0,0,0,4000,4000,2512.919921875,1867.6544189453125,2420.22216796875,1771.6002197265625,2605.61767578125,1963.7086181640625,2512.919921875,1867.6544189453125,-79.59134515559391,-1.1982474836438,0.99,True,57,Musacea,-1.19827603,-79.59129184,9.54927425516,0.0,2016.0,P3,406.0,1.0,Carlos Vera Guevara RGB,4713.778812830578,3812.0004211999335,9.54927425516,banana,0.0,3.6682433193737203,1.4306148945557509,57
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,3029.226318359375,1367.3372802734375,3229.41943359375,1559.383056640625,0.30087000131607056,Carlos Vera Guevara RGB,0,0,0,4000,4000,3129.3228759765625,1463.3601684570312,3029.226318359375,1367.3372802734375,3229.41943359375,1559.383056640625,3129.3228759765625,1463.3601684570312,-79.59131173191888,-1.1982210863998564,0.99,True,167,Musacea,-1.19828452,-79.59126682,9.54927425516,0.0,2016.0,P3,396.0,1.0,Carlos Vera Guevara RGB,4968.365924039381,3891.0976478336793,9.54927425516,banana,0.0,3.6682433193737203,1.4306148945557509,167
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2265.082763671875,2896.780029296875,2423.1005859375,3064.094482421875,0.29587897658348083,Carlos Vera Guevara RGB,0,0,0,4000,4000,2344.0916748046875,2980.437255859375,2265.082763671875,2896.780029296875,2423.1005859375,3064.094482421875,2344.0916748046875,2980.437255859375,-79.59135431009332,-1.1983201396362286,0.99,True,20,Musacea,-1.19834872,-79.59130635,13.687293099100001,0.0,2016.0,P3,269.0,1.0,Carlos Vera Guevara RGB,4566.134568855472,4489.218018834886,13.687293099100001,banana,0.0,7.897282487679796,3.0799401701951203,20
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2771.861328125,3794.12255859375,2954.712890625,3977.89599609375,0.28145045042037964,Carlos Vera Guevara RGB,0,0,0,4000,4000,2863.287109375,3886.00927734375,2771.861328125,3794.12255859375,2954.712890625,3977.89599609375,2863.287109375,3886.00927734375,-79.59132615737376,-1.1983792663874273,0.99,True,110,Musacea,-1.19841404,-79.59124989,17.1886936593,0.0,2016.0,P3,420.0,1.0,Carlos Vera Guevara RGB,5140.63450093075,5097.772888520944,17.1886936593,banana,0.0,12.82887492911097,5.003261222353278,110
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,2497.074951171875,2285.015625,2679.67138671875,2489.982177734375,0.2692453861236572,Carlos Vera Guevara RGB,0,0,0,4000,4000,2588.3731689453125,2387.4989013671875,2497.074951171875,2285.015625,2679.67138671875,2489.982177734375,2588.3731689453125,2387.4989013671875,-79.59134106423647,-1.1982814254117051,0.99,True,130,Musacea,-1.19832699,-79.59130752,10.504201680700001,0.0,2016.0,P3,397.0,1.0,Carlos Vera Guevara RGB,4554.229416125712,4286.770111328711,10.504201680700001,banana,0.0,4.493911905548441,1.7526256431638922,130
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,3441.566162109375,2143.43603515625,3651.97314453125,2365.067626953125,0.2624587416648865,Carlos Vera Guevara RGB,0,0,0,4000,4000,3546.7696533203125,2254.2518310546875,3441.566162109375,2143.43603515625,3651.97314453125,2365.067626953125,3546.7696533203125,2254.2518310546875,-79.59128909639234,-1.198272725422982,0.99,True,76,Musacea,-1.19828898,-79.59124592,10.504201680700001,0.0,2016.0,P3,397.0,1.0,Carlos Vera Guevara RGB,5181.030617249357,3932.649312236442,10.504201680700001,banana,0.0,4.493911905548441,1.7526256431638922,76
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,3288.989013671875,837.748046875,3481.20654296875,1030.3909912109377,0.2551030218601227,Carlos Vera Guevara RGB,0,0,0,4000,4000,3385.0977783203125,934.0695190429688,3288.989013671875,837.748046875,3481.20654296875,1030.3909912109377,3385.0977783203125,934.0695190429688,-79.59129786284645,-1.198186527871327,0.99,True,107,Musacea,-1.19823109,-79.59127155,10.8225108225,0.0,2016.0,P3,406.0,1.0,Carlos Vera Guevara RGB,4920.236546086405,3393.3161614988826,10.8225108225,banana,0.0,4.788946176874639,1.867689008981109,107
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2031.0833740234373,756.0560302734375,2324.54345703125,1049.3714599609377,0.5276988744735718,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,2177.813415527344,902.7137451171876,5831.0833740234375,4556.056030273438,6124.54345703125,4849.371459960938,5977.813415527344,4702.713745117188,-79.59115727610148,-1.1984325907842983,0.99,True,165,Musacea,-1.19849628,-79.59109842,14.3239113827,0.0,2016.0,P3,263.0,1.0,Carlos Vera Guevara RGB,6681.8938831609485,5863.96322047075,14.3239113827,banana,0.0,8.700265723852526,3.393103632302485,165
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,1348.3828125,1221.2193603515625,1590.42041015625,1448.2196044921875,0.5018175840377808,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,1469.401611328125,1334.719482421875,5148.3828125,5021.219360351562,5390.42041015625,5248.219604492188,5269.401611328125,5134.719482421875,-79.5911956888407,-1.1984607973710082,0.99,True,36,Musacea,-1.19850229,-79.59115092,16.5520753756,0.0,2016.0,P3,264.0,1.0,Carlos Vera Guevara RGB,6147.68831388181,5919.955485730151,16.5520753756,banana,0.0,11.837963175228046,4.6168056383389375,36
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2278.97509765625,932.8262329101562,2558.609375,1246.7215576171875,0.4725468158721924,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,2418.792236328125,1089.773895263672,6078.97509765625,4732.826232910156,6358.609375,5046.721557617188,6218.792236328125,4889.773895263672,-79.59114420932795,-1.1984448043451137,0.99,True,146,Musacea,-1.19853287,-79.59105034,13.687293099100001,0.0,2016.0,P3,472.0,1.0,Carlos Vera Guevara RGB,7171.1244310808215,6204.854565873921,13.687293099100001,banana,0.0,7.897282487679796,3.0799401701951203,146
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,3431.173583984375,0.3731429576873779,3839.087158203125,233.5836944580078,0.4721232354640961,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,3635.13037109375,116.9784187078476,7231.173583984375,3800.373142957688,7639.087158203125,4033.583694458008,7435.13037109375,3916.978418707848,-79.5910782549222,-1.1983812884294878,0.99,True,124,Musacea,-1.19848453,-79.59104603,14.3239113827,0.0,2016.0,P3,267.0,1.0,Carlos Vera Guevara RGB,7214.9801644159415,5754.494149453282,14.3239113827,banana,0.0,8.700265723852526,3.393103632302485,124
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,563.6455078125,1604.6204833984375,827.96142578125,1850.6968994140625,0.4278137385845184,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,695.803466796875,1727.65869140625,4363.6455078125,5404.620483398438,4627.96142578125,5650.6968994140625,4495.803466796875,5527.65869140625,-79.59123763622726,-1.198486453219792,0.99,True,170,Musacea,-1.19857631,-79.59119206,17.4751718869,0.0,2016.0,P3,418.0,1.0,Carlos Vera Guevara RGB,5729.074654594549,6609.564050551685,17.4751718869,banana,0.0,13.288591661140613,5.182550747844839,170
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2344.360595703125,1464.956298828125,2666.466552734375,1794.2864990234375,0.4232618808746338,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,2505.41357421875,1629.6213989257812,6144.360595703125,5264.956298828125,6466.466552734375,5594.2864990234375,6305.41357421875,5429.621398925781,-79.59113951239485,-1.1984800521534351,0.99,True,151,Musacea,-1.19853539,-79.59104946,10.8225108225,0.0,2016.0,P3,267.0,1.0,Carlos Vera Guevara RGB,7180.0787339726085,6228.332187913288,10.8225108225,banana,0.0,4.788946176874639,1.867689008981109,151
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,3343.437255859375,3585.146728515625,3564.891357421875,3807.788330078125,0.4200225472450256,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,3454.164306640625,3696.467529296875,7143.437255859375,7385.146728515625,7364.891357421875,7607.788330078125,7254.164306640625,7496.467529296875,-79.59108806757949,-1.1986150009968368,0.99,True,6,Musacea,-1.19866745,-79.59100981,9.581105169339999,0.0,2016.0,P3,418.0,1.0,Carlos Vera Guevara RGB,7583.531130413934,7458.671380974506,9.581105169339999,banana,0.0,3.694336904544962,1.4407913927725349,6
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2046.4307861328125,2156.614990234375,2298.162109375,2390.4736328125,0.4185479283332825,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,2172.2964477539067,2273.544311523437,5846.4307861328125,5956.614990234375,6098.162109375,6190.4736328125,5972.296447753906,6073.5443115234375,-79.59115757525213,-1.1985220952697646,0.99,True,91,Musacea,-1.19860569,-79.59110138,15.3425006366,0.0,2016.0,P3,418.0,1.0,Carlos Vera Guevara RGB,6651.774864369414,6883.283310676411,15.3425006366,banana,0.0,10.071172952198062,3.927757451357244,91
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,3131.09228515625,3860.770751953125,3394.052001953125,3992.44775390625,0.4119085967540741,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,3262.5721435546875,3926.609252929688,6931.09228515625,7660.770751953125,7194.052001953125,7792.44775390625,7062.5721435546875,7726.609252929687,-79.5910984564236,-1.1986300274465402,0.99,True,169,Musacea,-1.19868153,-79.59101797,15.5971479501,0.0,2016.0,P3,417.0,1.0,Carlos Vera Guevara RGB,7500.500322017624,7589.847935860057,15.5971479501,banana,0.0,10.430557299431069,4.067917346778117,169
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,1658.75244140625,1929.9154052734373,1901.3636474609373,2157.9521484375,0.4091780185699463,Carlos Vera Guevara RGB,5,3800,3800,7800,7800,1780.0580444335938,2043.9337768554688,5458.75244140625,5729.9154052734375,5701.3636474609375,5957.9521484375,5580.058044433594,5843.933776855469,-79.59117884388628,-1.1985071035025348,0.99,True,108,Musacea,-1.19859395,-79.59110419,10.1858925388,0.0,2016.0,P3,418.0,1.0,Carlos Vera Guevara RGB,6623.1821472581005,6773.9074048272705,10.1858925388,banana,0.0,4.208809960061155,1.6414358844238504,108
