name,lat,lon,diameter,height,year,plot_id,site,X,Y,updated diameter,group,AGB,carbon
Cacao,-2.18110262,-79.57593161,0.0,0.0,2016.0,P8,Nestor Macias RGB,10154.19276718474,5556.191066882298,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18096583,-79.57605325,6.01301050093,2.0,2016.0,P8,Nestor Macias RGB,8866.872962042056,4138.955943187052,6.01301050093,cacao,4.213752465205045,1.6433634614299677
Cacao,-2.1809332,-79.57615247,0.0,0.0,2016.0,P8,Nestor Macias RGB,7816.824696198505,3800.887501884101,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18091683,-79.57622932,0.0,0.0,2016.0,P8,Nestor Macias RGB,7003.51881802035,3631.283444753652,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Otra variedad,-2.18108113,-79.57594185,11.777438248,0.0,2016.0,P8,Nestor Macias RGB,10045.822536868527,5333.540413997212,11.777438248,other,35.2327066598089,13.740755597325473
Musacea,-2.18115496,-79.57586025,10.3450471098,0.0,2016.0,P8,Nestor Macias RGB,10909.397808972366,6098.468180521159,10.3450471098,banana,4.350121845877161,1.6965475198920927
Musacea,-2.18085237,-79.57623722,11.0134963076,0.0,2016.0,P8,Nestor Macias RGB,6919.912878688794,2963.435092730097,11.0134963076,banana,4.9707503658321,1.9385926426745188
Musacea,-2.18107918,-79.57602371,16.2337662338,0.0,2016.0,P8,Nestor Macias RGB,9179.495676961062,5313.33712069066,16.2337662338,banana,11.3583262202115,4.429747225882485
Sapote,-2.18125341,-79.57589527,13.2416603005,0.0,2016.0,P8,Nestor Macias RGB,10538.780088049736,7118.475475846859,13.2416603005,fruit,71.1095692429702,27.73273200475838
Musacea,-2.18111405,-79.57603169,16.3292589763,0.0,2016.0,P8,Nestor Macias RGB,9095.043095286232,5674.613447642591,16.3292589763,banana,11.501112468641814,4.485433862770308
Naranja,-2.18100834,-79.57615964,5.411255411259999,0.0,2016.0,P8,Nestor Macias RGB,7740.944368944893,4579.38773723952,5.411255411259999,citrus,6.697408784334964,2.611989425890636
Musacea,-2.1811375,-79.57602364,9.32645785587,0.0,2016.0,P8,Nestor Macias RGB,9180.236489067824,5917.571000465931,9.32645785587,banana,3.488332659594416,1.3604497372418225
Musacea,-2.18129922,-79.5759152,20.8492487904,0.0,2016.0,P8,Nestor Macias RGB,10327.860294335693,7593.097458568767,20.8492487904,banana,19.3545835768867,7.548287594985814
Musacea,-2.18116278,-79.57621221,7.63941940413,0.0,2016.0,P8,Nestor Macias RGB,7184.594466389312,6179.488567006176,7.63941940413,banana,2.2805510984426856,0.8894149283926474
Otra variedad,-2.18102093,-79.57634918,10.981665393399998,0.0,2016.0,P8,Nestor Macias RGB,5735.03680685783,4709.828487346518,10.981665393399998,other,30.15820046843423,11.76169818268935
Musacea,-2.18115504,-79.57623397,12.0320855615,0.0,2016.0,P8,Nestor Macias RGB,6954.307727061359,6099.297033579394,12.0320855615,banana,6.001328452993304,2.3405180966673886
Musacea,-2.18133388,-79.57608243,14.7695441813,0.0,2016.0,P8,Nestor Macias RGB,8558.060138043766,7952.198046236505,14.7695441813,banana,9.2869511535688,3.621910949891833
Musacea,-2.18130843,-79.57618336,16.2974280621,0.0,2016.0,P8,Nestor Macias RGB,7489.9148903268115,7688.519166948091,16.2974280621,banana,11.45341190077255,4.466830641301295
Musacea,-2.18115729,-79.57637783,14.8013750955,0.0,2016.0,P8,Nestor Macias RGB,5431.832988853709,6122.6085258508765,14.8013750955,banana,9.329634979526622,3.638557642015383
Musacea,-2.18114858,-79.57641265,10.3068500127,0.0,2016.0,P8,Nestor Macias RGB,5063.3318740148525,6032.367149088972,10.3068500127,banana,4.315981170752653,1.6832326565935347
Musacea,-2.18138063,-79.57620637,11.6819455055,0.0,2016.0,P8,Nestor Macias RGB,7246.399363313652,8436.559052398425,11.6819455055,banana,5.635449723356564,2.19782539210906
Musacea,-2.18142881,-79.57617764,9.70842882608,0.0,2016.0,P8,Nestor Macias RGB,7550.449823661047,8935.735806981467,9.70842882608,banana,3.799693102828958,1.4818803101032936
Musacea,-2.18142572,-79.57633013,9.13547237077,0.0,2016.0,P8,Nestor Macias RGB,5936.643533893503,8903.72135759162,9.13547237077,banana,3.337938284995933,1.301795931148414
Musacea,-2.18133556,-79.57644663,15.5653170359,0.0,2016.0,P8,Nestor Macias RGB,4703.720504457144,7969.603960468639,15.5653170359,banana,10.385268581749571,4.050254746882333
Musacea,-2.18150529,-79.57634647,14.865036923900002,0.0,2016.0,P8,Nestor Macias RGB,5763.716818849319,9728.119331072672,14.865036923900002,banana,9.41531421781965,3.671972544949664
Cacao,-2.18139711,-79.57645709,0.0,0.0,2016.0,P8,Nestor Macias RGB,4593.0220075841335,8607.302782482222,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18138736,-79.57648541,0.0,0.0,2016.0,P8,Nestor Macias RGB,4293.310589640802,8506.286315958663,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18148827,-79.57644077,0.0,0.0,2016.0,P8,Nestor Macias RGB,4765.737062004901,9551.78084284004,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18155423,-79.57634562,0.0,0.0,2016.0,P8,Nestor Macias RGB,5772.712394667765,10235.17018971585,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18138798,-79.57628338,6.0478736949300025,0.0,2016.0,P8,Nestor Macias RGB,6431.40020014816,8512.709927161135,6.0478736949300025,fruit,8.983201916971357,3.503448747618829
Guaba,-2.18127593,-79.57633972,14.005602240899998,0.0,2016.0,P8,Nestor Macias RGB,5835.152273311963,7351.797611861894,14.005602240899998,fruit,82.45874504579288,32.15891056785922
Cacao,-2.18135225,-79.57649849,0.0,0.0,2016.0,P8,Nestor Macias RGB,4154.884553356088,8142.523429836629,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18123851,-79.57639722,18.4619302266,0.0,2016.0,P8,Nestor Macias RGB,5226.628031370341,6964.101593668952,18.4619302266,fruit,170.99033296058465,66.68622985462801
Cacao,-2.18134528,-79.57615244,0.0,0.0,2016.0,P8,Nestor Macias RGB,7817.142187058434,8070.309607097085,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18141021,-79.57596998,0.0,0.0,2016.0,P8,Nestor Macias RGB,9748.12189477246,8743.027470842944,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18118726,-79.57621335,0.0,0.0,2016.0,P8,Nestor Macias RGB,7172.529811756912,6433.117602959466,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18109429,-79.57634706,0.0,0.0,2016.0,P8,Nestor Macias RGB,5757.4728309849,5469.88674214816,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18133794,-79.57598632,0.0,0.0,2016.0,P8,Nestor Macias RGB,9575.195179728276,7994.262338966079,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18126679,-79.57607363,10.8225108225,0.0,2016.0,P8,Nestor Macias RGB,8651.190804677111,7257.101149909103,10.8225108225,fruit,41.74706960188347,16.281357144734553
Guaba,-2.18120374,-79.5760628,7.512095747389997,0.0,2016.0,P8,Nestor Macias RGB,8765.805022707349,6603.861333043265,7.512095747389997,fruit,15.922429800607045,6.209747622236747
Cacao,-2.18111534,-79.57623926,0.0,0.0,2016.0,P8,Nestor Macias RGB,6898.323496904997,5687.978703210654,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18105365,-79.57630723,5.72956455309,0.0,2016.0,P8,Nestor Macias RGB,6178.994927703461,5048.82938834401,5.72956455309,fruit,7.78827124524284,3.037425785644708
Guaba,-2.18121041,-79.57594538,12.0957473899,0.0,2016.0,P8,Nestor Macias RGB,10008.464440068916,6672.9669568086765,12.0957473899,fruit,55.99514196562788,21.83810536659488
Cacao,-2.18118899,-79.575939,0.0,0.0,2016.0,P8,Nestor Macias RGB,10075.984173223938,6451.041550350122,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18108942,-79.57603722,0.0,0.0,2016.0,P8,Nestor Macias RGB,9036.518937648869,5419.430312204533,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18099191,-79.57610491,8.40336134454,0.0,2016.0,P8,Nestor Macias RGB,8320.153617024775,4409.162040314243,8.40336134454,fruit,21.407010492228647,8.348734091969172
Guaba,-2.18098137,-79.57620142,0.0,0.0,2016.0,P8,Nestor Macias RGB,7298.785363172715,4299.9606498354415,6.843646549530001,fruit,12.44970867982606,4.855386385132164
Cacao,-2.18105207,-79.57591269,0.0,0.0,2016.0,P8,Nestor Macias RGB,10354.423700393796,5032.459540433521,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Musacea,-2.18117273,-79.57584663,15.1196842373,0.0,2016.0,P8,Nestor Macias RGB,11053.538681638154,6282.577166177621,15.1196842373,banana,9.76218989234098,3.807254058012982
Musacea,-2.18089176,-79.57607819,9.54927425516,0.0,2016.0,P8,Nestor Macias RGB,8602.932186448299,3371.541617493002,9.54927425516,banana,3.66824331937372,1.4306148945557509
Musacea,-2.18097733,-79.57607065,13.3689839572,0.0,2016.0,P8,Nestor Macias RGB,8682.72823485914,4258.103570373875,13.3689839572,banana,7.511226378917903,2.929378287777982
Musacea,-2.18120653,-79.57583118,17.5070028011,0.0,2016.0,P8,Nestor Macias RGB,11217.046499767452,6632.767583463583,17.5070028011,banana,13.340201555786402,5.202678606756697
Roble,-2.18102378,-79.57614239,17.825311943,0.0,2016.0,P8,Nestor Macias RGB,7923.501641527381,4739.356377561663,17.825311943,timber,132.5429739364412,51.69175983521207
Musacea,-2.18108956,-79.57613699,19.0985485103,0.0,2016.0,P8,Nestor Macias RGB,7980.650005187732,5420.880805057594,19.0985485103,banana,16.05654223629398,6.262051472154652
Musacea,-2.18120175,-79.57605179,17.825311943,0.0,2016.0,P8,Nestor Macias RGB,8882.324186348338,6583.243613209897,17.825311943,banana,13.862142540006111,5.4062355906023845
Musacea,-2.18128193,-79.57597691,8.91265597148,0.0,2016.0,P8,Nestor Macias RGB,9674.78149484946,7413.9615912617155,8.91265597148,banana,3.166915455139976,1.2350970275045907
Musacea,-2.18114594,-79.57616395,11.4591291062,0.0,2016.0,P8,Nestor Macias RGB,7695.331508433597,6005.0149981534205,11.4591291062,banana,5.408965225567181,2.1094964379712007
Musacea,-2.18102265,-79.57631163,11.1408199643,0.0,2016.0,P8,Nestor Macias RGB,6132.429594311589,4727.64882811007,11.1408199643,banana,5.093951400241334,1.9866410460941204
Musacea,-2.18119564,-79.57614696,8.91265597148,0.0,2016.0,P8,Nestor Macias RGB,7875.137193062058,6519.939960852126,8.91265597148,banana,3.166915455139976,1.2350970275045907
Musacea,-2.18149219,-79.57616606,11.1408199643,0.0,2016.0,P8,Nestor Macias RGB,7673.001314392644,9592.39464271655,11.1408199643,banana,5.093951400241334,1.9866410460941204
Musacea,-2.18134618,-79.57617867,14.005602240899998,0.0,2016.0,P8,Nestor Macias RGB,7539.549302382243,8079.634204005678,14.005602240899998,banana,8.293618678699097,3.234511284692648
Musacea,-2.18121783,-79.57633963,16.8703845174,0.0,2016.0,P8,Nestor Macias RGB,5836.104746042142,6749.843078002518,16.8703845174,banana,12.32813736923837,4.807973574002964
Musacea,-2.18129014,-79.57632317,11.1408199643,0.0,2016.0,P8,Nestor Macias RGB,6010.301424826827,7499.022636410802,11.1408199643,banana,5.093951400241334,1.9866410460941204
Musacea,-2.18153059,-79.57608513,18.4619302266,0.0,2016.0,P8,Nestor Macias RGB,8529.485956288787,9990.244110876323,18.4619302266,banana,14.937966770230522,5.825807040389904
Musacea,-2.18139859,-79.57632879,13.0506748154,0.0,2016.0,P8,Nestor Macias RGB,5950.824794459283,8622.63656407107,13.0506748154,banana,7.1354189517771776,2.7828133911930992
Musacea,-2.18129918,-79.5764499,11.1408199643,0.0,2016.0,P8,Nestor Macias RGB,4669.113995461163,7592.683032037347,11.1408199643,banana,5.093951400241334,1.9866410460941204
Musacea,-2.18138834,-79.57642048,12.4140565317,0.0,2016.0,P8,Nestor Macias RGB,4980.466746790061,8516.439765925492,12.4140565317,banana,6.41442122085557,2.5016242761336724
Cacao,-2.18123395,-79.57662532,0.0,0.0,2016.0,P8,Nestor Macias RGB,2812.6388210237324,6916.85696932656,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18129219,-79.57640166,0.0,0.0,2016.0,P8,Nestor Macias RGB,5179.639376882032,7520.261996038997,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18147113,-79.57631077,0.0,0.0,2016.0,P8,Nestor Macias RGB,6141.531000366549,9374.199075017752,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18155356,-79.57618069,0.0,0.0,2016.0,P8,Nestor Macias RGB,7518.171581221864,10228.228545345655,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18150601,-79.57618175,4.77463712758,0.0,2016.0,P8,Nestor Macias RGB,7506.953569083131,9735.579008601388,4.77463712758,fruit,4.81285279791103,1.8770125911853013
Cacao,-2.18147599,-79.57624496,0.0,0.0,2016.0,P8,Nestor Macias RGB,6838.000224194181,9424.551898334275,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18135905,-79.57636373,0.0,0.0,2016.0,P8,Nestor Macias RGB,5581.053716030321,8212.9759398234,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18126047,-79.57641315,11.1089890502,0.0,2016.0,P8,Nestor Macias RGB,5058.040358880612,7191.621758271742,11.1089890502,fruit,44.72813418719793,17.443972333007192
Cacao,-2.18125594,-79.57658642,0.0,0.0,2016.0,P8,Nestor Macias RGB,3224.3186995805754,7144.687953824463,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18120936,-79.57635079999999,0.0,0.0,2016.0,P8,Nestor Macias RGB,5717.892297714606,6662.088260415319,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18133313,-79.57620783,0.0,0.0,2016.0,P8,Nestor Macias RGB,7230.948139007371,7944.42754881268,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18145868,-79.57606198,0.0,0.0,2016.0,P8,Nestor Macias RGB,8774.483107515473,9245.208817763814,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18134048,-79.57617669,12.7641965877,0.0,2016.0,P8,Nestor Macias RGB,7560.503702446183,8020.578423575388,12.7641965877,fruit,64.53908422448562,25.170242847549392
Variedad bifurcada,-2.18122308,-79.57628763,10.5152402433,0.0,2016.0,P8,Nestor Macias RGB,6386.422321507115,6804.236559978512,10.5152402433,other,27.384453640711524,10.679936919877496
Guaba,-2.18125298,-79.57613877,21.7723453018,0.0,2016.0,P8,Nestor Macias RGB,7961.812211207567,7114.02039065597,21.7723453018,fruit,264.2833258620465,103.07049708619816
Cacao,-2.18134197,-79.57599718,0.0,0.0,2016.0,P8,Nestor Macias RGB,9460.263470687718,8036.015811795939,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18112476,-79.57606157,0.0,0.0,2016.0,P8,Nestor Macias RGB,8778.822150069927,5785.576150869568,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.1811199,-79.57613535,0.0,0.0,2016.0,P8,Nestor Macias RGB,7998.00617480398,5735.223327557646,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18103315,-79.57622857,0.0,0.0,2016.0,P8,Nestor Macias RGB,7011.45609072171,4836.435792062057,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18122058,-79.57604735,14.896867838,0.0,2016.0,P8,Nestor Macias RGB,8929.312840836648,6778.334901896021,14.896867838,fruit,97.04445091422627,37.84733585654825
Cacao,-2.18115309,-79.57586511,6.89460834272,0.0,2016.0,P8,Nestor Macias RGB,10857.964281843484,6079.0937402728405,6.89460834272,cacao,5.524792142774821,2.15466893568218
Cacao,-2.1811035,-79.57594012,0.0,0.0,2016.0,P8,Nestor Macias RGB,10064.13117936535,5565.308450527483,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18100231,-79.57603279,6.87547746371,0.0,2016.0,P8,Nestor Macias RGB,9083.401761900666,4516.912937944587,6.87547746371,fruit,12.60316314183106,4.915233625314114
Cacao,-2.18091935,-79.57614142,0.0,0.0,2016.0,P8,Nestor Macias RGB,7933.767180935933,3657.392316099552,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18093814,-79.57621985,0.0,0.0,2016.0,P8,Nestor Macias RGB,7103.740114861388,3852.069178254257,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Musacea,-2.18108293,-79.57592736,13.2734912147,0.0,2016.0,P8,Nestor Macias RGB,10199.17064597618,5352.1896078189975,13.2734912147,banana,7.397409484944716,2.884989699128439
Musacea,-2.18109906,-79.5759295,13.1461675579,0.0,2016.0,P8,Nestor Macias RGB,10176.5229610753,5519.307105774744,13.1461675579,banana,7.247086962763547,2.826363915477783
Musacea,-2.18085832,-79.57615457,16.7112299465,0.0,2016.0,P8,Nestor Macias RGB,7794.600332544457,3025.0810389667963,16.7112299465,banana,12.081731474291317,4.711875274973613
Musacea,-2.18111775,-79.57599913,13.0506748154,0.0,2016.0,P8,Nestor Macias RGB,9439.6265616341,5712.9479016032055,13.0506748154,banana,7.1354189517771776,2.7828133911930992
Musacea,-2.18122284,-79.57598379,16.4247517189,0.0,2016.0,P8,Nestor Macias RGB,9601.970246409805,6801.750000803809,16.4247517189,banana,11.644845402310809,4.541489706901215
Musacea,-2.18109479,-79.57603856,11.8729309906,0.0,2016.0,P8,Nestor Macias RGB,9022.337677083093,5475.067073765578,11.8729309906,banana,5.833506343621143,2.275067474012246
Otra variedad,-2.18100462,-79.5761806,9.23096511332,0.0,2016.0,P8,Nestor Macias RGB,7519.124053952042,4540.846070010894,9.23096511332,other,20.4995498614499,7.994824445965461
Mango,-2.18114573,-79.57602158,5.411255411259999,0.0,2016.0,P8,Nestor Macias RGB,9202.037531475038,6002.839258873827,5.411255411259999,fruit,6.697408784334964,2.611989425890636
Musacea,-2.18130076,-79.57600045,9.390119684239998,0.0,2016.0,P8,Nestor Macias RGB,9425.656961691737,7609.052879947841,9.390119684239998,banana,3.539246055843277,1.380305961778878
Musacea,-2.18114379,-79.5761917,10.0267379679,0.0,2016.0,P8,Nestor Macias RGB,7401.652417731267,5982.739572203582,10.0267379679,banana,4.069971258265296,1.5872887907234654
Musacea,-2.18102189,-79.5763684,8.40336134454,0.0,2016.0,P8,Nestor Macias RGB,5531.630964447914,4719.7747240499375,8.40336134454,banana,2.793870209840724,1.0896093818378825
Musacea,-2.18114901,-79.57621258,11.841100076400002,0.0,2016.0,P8,Nestor Macias RGB,7180.678745081691,6036.82223427986,11.841100076400002,banana,5.800244816979442,2.2620954786219825
Musacea,-2.18139098,-79.57604399,11.2999745353,0.0,2016.0,P8,Nestor Macias RGB,8964.871822562809,8543.791916865646,11.2999745353,banana,5.250204921305003,2.0475799193089514
Caoba,-2.18129752,-79.57617708,9.23096511332,0.0,2016.0,P8,Nestor Macias RGB,7556.376320665538,7575.484331073225,9.23096511332,timber,20.20072298569088,7.878281964419444
Musacea,-2.18115195,-79.57638137,13.1143366437,0.0,2016.0,P8,Nestor Macias RGB,5394.36906166719,6067.282584184944,13.1143366437,banana,7.209762071709016,2.8118072079665164
Musacea,-2.18118088,-79.57642906,13.1143366437,0.0,2016.0,P8,Nestor Macias RGB,4889.664346863907,6367.0165715272815,13.1143366437,banana,7.209762071709016,2.8118072079665164
Musacea,-2.18138168,-79.57623195,11.9365928189,0.0,2016.0,P8,Nestor Macias RGB,6975.685448372133,8447.437748791783,11.9365928189,banana,5.900332186902566,2.3011295528920006
Musacea,-2.18144167,-79.57619372,17.3478482302,0.0,2016.0,P8,Nestor Macias RGB,7380.274696420494,9068.973936162884,17.3478482302,banana,13.083213018964685,5.102453077396227
Musacea,-2.18144678,-79.57630667,13.1779984721,0.0,2016.0,P8,Nestor Macias RGB,6184.921424707953,9121.916925285816,13.1779984721,banana,7.284514117492396,2.8409605058220344
Musacea,-2.18131133,-79.57645708,10.8225108225,0.0,2016.0,P8,Nestor Macias RGB,4593.12783797104,7718.565090326358,10.8225108225,banana,4.788946176874639,1.867689008981109
Musacea,-2.1815147999999995,-79.57634074,11.4591291062,0.0,2016.0,P8,Nestor Macias RGB,5824.357582420063,9826.649238421523,11.4591291062,banana,5.408965225567181,2.1094964379712007
Guaba,-2.18120513,-79.57662588,10.1858925388,0.0,2016.0,P8,Nestor Macias RGB,2806.712324169635,6618.262654937572,10.1858925388,fruit,35.57276290372497,13.87337753245274
Cacao,-2.18138956,-79.57647246,0.0,0.0,2016.0,P8,Nestor Macias RGB,4430.360831948504,8529.079775071625,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18146893,-79.5764251,0.0,0.0,2016.0,P8,Nestor Macias RGB,4931.573146841392,9351.40561590479,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18156934,-79.57637103,7.002801120449999,0.0,2016.0,P8,Nestor Macias RGB,5503.797594799697,10391.719811168748,7.002801120449999,fruit,13.228711109038423,5.159197332524986
Cacao,-2.18136389,-79.57632812,0.0,0.0,2016.0,P8,Nestor Macias RGB,5957.915424817372,8263.121549871914,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18126866,-79.57644702,0.0,0.0,2016.0,P8,Nestor Macias RGB,4699.593122676499,7276.475590157421,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18124645,-79.57670322,0.0,0.0,2016.0,P8,Nestor Macias RGB,1988.22076109375,7046.365259743619,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18122472,-79.57643544,0.0,0.0,2016.0,P8,Nestor Macias RGB,4822.144613558491,6821.228047679228,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18140898,-79.57628704,0.0,0.0,2016.0,P8,Nestor Macias RGB,6392.666309371534,8730.283855065107,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18142914,-79.57609766,0.0,0.0,2016.0,P8,Nestor Macias RGB,8396.880586621659,8939.154825850712,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18125744,-79.57623505,0.0,0.0,2016.0,P8,Nestor Macias RGB,6942.878054449605,7160.228948676719,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18109282,-79.576373,0.0,0.0,2016.0,P8,Nestor Macias RGB,5482.949025122663,5454.656567195619,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18132167,-79.5760468,0.0,0.0,2016.0,P8,Nestor Macias RGB,8935.133507454233,7825.694348157272,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.18128768,-79.57609625,0.0,0.0,2016.0,P8,Nestor Macias RGB,8411.802659294202,7473.535404855127,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Cacao,-2.1812012000000003,-79.57617769,0.0,0.0,2016.0,P8,Nestor Macias RGB,7549.920672177702,6577.545248429356,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
Guaba,-2.18115839,-79.57623473,13.5599694423,0.0,2016.0,P8,Nestor Macias RGB,6946.264624123486,6134.005255407356,13.5599694423,fruit,75.71169979945621,29.52756292178793
Cacao,-2.18106962,-79.57632972,0.0,0.0,2016.0,P8,Nestor Macias RGB,5940.982576297563,5214.289180183286,6.843646549530001,cacao,5.444228267440376,2.1232490243017463
