FCD-tree_records-tree_time,FCD-tree_records-species,FCD-tree_records-tree_photo,FCD-tree_records-dbh,FCD-tree_records-height,FCD-tree_records-notes,FCD-tree_records-bark_photo,FCD-tree_records-leaves_photo,FCD-tree_records-fruit_flower_seed_photo,FCD-tree_records-root_photo,FCD-tree_records-gps_photo,FCD-tree_records-tree_coords,FCD-tree_records-tree_coords-altitude,FCD-tree_records-tree_coords-accuracy,PARENT_KEY,KEY
11/10/22 14:00,Avicennia marina,https://drive.google.com/open?id=1mJrGok4od38XQBpR2CEB9F1u2URl76AR,26.2,8.2, ,https://drive.google.com/open?id=13uxH2Qm2rR3j19BuJ2yrzEz2UTs8f_40,https://drive.google.com/open?id=1tjDaT_RSEwGPvGPmg4PflcEW0X-H59Sb, ,https://drive.google.com/open?id=1gDwhycuUY1SZX3iZ31A3FaE9UbOkUc-B,https://drive.google.com/open?id=1rlauf_wBl4NgESXbhiJhu3AzTPkzgTtO,"13.628694,121.207743",69.836,0.866,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[11]
11/10/22 14:01,Avicennia marina,https://drive.google.com/open?id=1pJwZt3OSlveiuANeI1Cn9wcdUHiXDN46,30.4,10.3, ,https://drive.google.com/open?id=1PF5N9ZqBPqAO_oprMKwwGlCcXgrLkNJG,https://drive.google.com/open?id=1gJJgqeFiplEdy7ueYo5v0BcXfIpzMK5Y, ,https://drive.google.com/open?id=1LlVKcxJsBNkkli3OUfs2ifWAGIUI0040,https://drive.google.com/open?id=12OzWCB8f36X6yp3ZrkkPtal1S0DlH6Qk,"13.6286186,121.2078035",58.856,1.133,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[12]
11/10/22 14:04,Avicennia marina,https://drive.google.com/open?id=1a759lVft5ZX9p3MM1rYxqAV0gPzNGkvP,35.5,9.3, ,https://drive.google.com/open?id=1_vQp37wmkD8S7OXOaj84w_2bBu0rS5xO,https://drive.google.com/open?id=1em1H3wRU5o2xS-S1MxbL3HosY0oVGv2v, , ,https://drive.google.com/open?id=1DI1IcMtwy9k5hWpA8ZCGBMyGWwgdeb12,"13.628667,121.2077862",136.715,1.352,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[13]
11/10/22 14:05,Avicennia marina,https://drive.google.com/open?id=17H4ccXXANqRqkbLgKpC2awquvnqLk5HL,44.1,11.2, ,https://drive.google.com/open?id=1gU-xgces6zBvBe5Qw1tTlRvI6c8XsHeL,https://drive.google.com/open?id=1Zlp11nHXJQP7Do27Vg8fSeGETATs3NDe, , ,https://drive.google.com/open?id=1VNYHWtKHPk3qk6GJKQjZpoL4IITm4F8N,"13.6287475,121.2077555",110.322,3.913,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[14]
11/10/22 14:07,Avicennia marina,https://drive.google.com/open?id=1kxOti6HGZtMHtAm-cEP-nnav0PBKZckK,24.5,9.1, ,https://drive.google.com/open?id=18wdRljUst2BbZ3TkEipWlIecQWekt0cU,https://drive.google.com/open?id=1wojcAtZiJepE5fC_jedQGW5EVHT2O_83, ,https://drive.google.com/open?id=1ZoIO4M2jQ3qHY1XYEUBgQ4pcAxl0_sY2,https://drive.google.com/open?id=1HOr2dddXK1XCopKZ0EqtHZjTVXOwf33o,"13.6285448,121.2078188",117.809,1.346,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[15]
11/10/22 14:08,Avicennia marina,https://drive.google.com/open?id=1Z-euEFGD_sz5RcULmhgwtT4E4v0sACfu,18,8.7, ,https://drive.google.com/open?id=1D-lYZnX5ans90whNL5nxzV2XyJ0RFb-p,https://drive.google.com/open?id=1TVArzMQzhc7CMOZlRUYZcYnbsXhMMbkL, ,https://drive.google.com/open?id=1nP-Qfkfq1JVKINi16-TQcw8DOWlkrEfy,https://drive.google.com/open?id=1Sxjqx-l9C10fbHDHlijHHOcAJZexxQnr,"13.6286477,121.2077341",93.973,1.047,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[16]
11/10/22 14:10,Avicennia rumphiana,https://drive.google.com/open?id=1jxBQhPA0Ot612HQPOiWLohcQlp7xo9sY,70,12.1, ,https://drive.google.com/open?id=1BCv01EUg0tr7elKi505avyW0Tv3asiSo,https://drive.google.com/open?id=1WlpN_p2VxBPv88JyCXVXUkkodVbFCo7v, , ,https://drive.google.com/open?id=1NBmrfEupkBlXkSNBctRKGfdHluWGQZ6m,"13.6292536,121.2078353",232.541,4.082,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[17]
11/10/22 14:12,Excoecaria agallocha,https://drive.google.com/open?id=1nwdBCMNu4SJgUeyx7vAiunx2d3gF0xSe,37.5,7.4, ,https://drive.google.com/open?id=13NkrJfg76ry_Bc5AxMwDEXFFkdh9VSTo,https://drive.google.com/open?id=1QA_QWm2H0doo746X4qXm543thu5XLxv9, ,https://drive.google.com/open?id=1eEutPw0nrvxYwckR8IE-e2bGRB_-vArD,https://drive.google.com/open?id=1_DgP-6PfAYMV3s5-IckLCrFnreSvrHnI,"13.6288896,121.2080343",85.567,1.552,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[18]
11/10/22 14:14,Xylocarpus granatum,https://drive.google.com/open?id=1D4khhCCOKf6lckDFy-H7w_7Dko386bq_,47.3,7, ,https://drive.google.com/open?id=1QTtrigUbqQoliF7AtftsV9fmTTR_B3Ca,https://drive.google.com/open?id=1rb2490ENC1cWo75sl5ywuRn0aB4yuZbO, , ,https://drive.google.com/open?id=1MN1BpxlUejhbeIgt4prjsQ4DKaCQw2Ss,"13.6286757,121.2079157",29.997,1.136,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[19]
11/10/22 14:15,Avicennia rumphiana,https://drive.google.com/open?id=1WP4w8K1cEfd24yN06xMAz_UW8shcVFp1,192,8.9, ,https://drive.google.com/open?id=1LEuefW1x2YJAiBaXRkmYFPBjTS_Ih-Fw,https://drive.google.com/open?id=1hj1GcEM61V5SNEmx86QhVHh3yE5rRH30, , ,https://drive.google.com/open?id=1jcrpS12ehQCryuGFg16uIoNxgGo4TGMk,"13.6287454,121.2079494",53.39,0.951,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[20]
11/10/22 14:17,Excoecaria agallocha,https://drive.google.com/open?id=1iwLjwxSMWcxMG1sFM-oo3uZTSJruzT2F,15,3.9, ,https://drive.google.com/open?id=1uAMP1UuIUhvcQ61m8aWZ4SVAFaqrzLIY,https://drive.google.com/open?id=1E_G_Q1zBWVWMuYTN0mABSPgP1lpDHhbW, , ,https://drive.google.com/open?id=1qyrJr_u4S4roaeR3gQxFRapEtRpVlmIn,"13.628652,121.2079799",55.787,1.821,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[21]
11/10/22 14:19,Xylocarpus granatum,https://drive.google.com/open?id=1F3gSBjiETmD638-gW62Y8d81oy6at_H1,62,11.5, ,https://drive.google.com/open?id=1mVcDfQZzLde2JKEOyqe__gAM5uOfyeU0,https://drive.google.com/open?id=1QwpCYEFHogLn-cYiTuNJjC7pBBjdiNma, , ,https://drive.google.com/open?id=1_LtoImpxMeIz3fP0mAHeLes_evuSyKma,"13.6286901,121.2080709",61.523,1.375,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[22]
11/10/22 14:20,Avicennia marina,https://drive.google.com/open?id=1a3rgSEYX2o-TyiymNqFhb-PlMK4_W8jS,25.7,9.1, ,https://drive.google.com/open?id=1Rtc3V4-vFDHFlzO08FHqGxc_uaJyx46f,https://drive.google.com/open?id=1LWZGvTMIoJ9WiGZtUf-Ps9f9-0WJPCJW, ,https://drive.google.com/open?id=1a7nef_eQJ6cMsIGtDQc6bWRD5EUtSHVO,https://drive.google.com/open?id=1WruJIr-XvWhcuZ91FVRySgr8pEIxNQ5m,"13.6287549,121.2081172",132.481,1.019,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[23]
11/10/22 14:22,Excoecaria agallocha,https://drive.google.com/open?id=1ztAQmNdonmSGQjnKFgZoXYt11xoXZQiQ,19.1,9.3, ,https://drive.google.com/open?id=1bjzHV3naXR-z08MCcaPe5af4CZbXtOlP,https://drive.google.com/open?id=1T9qXjhnsIR4nf3PvW1_Dr5zg3dae4Nz1, , ,https://drive.google.com/open?id=1OahnPGMT7GUUPBA3_k2U7tTb3s0eK-2H,"13.6287785,121.2081032",116.128,1.489,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[24]
11/10/22 14:23,Avicennia rumphiana,https://drive.google.com/open?id=1Q32vr5DGTU3CU1eUKF7vnm52VJLWYdi_,15.7,9.1, ,https://drive.google.com/open?id=1xjYe7yApBjSJWkmn5Zw0bawGwtmtpkCK,https://drive.google.com/open?id=1yCk6KC1Pvx9l5U7bBiKdvVniHqJukHOA, ,https://drive.google.com/open?id=1d6RspUn-iA5M3_cJ5RaCE9l8ftNqqGR5,https://drive.google.com/open?id=1MeSTNBA7NItAGR3QBcaycJiH4W8lpf8W,"13.6285956,121.207796",93.243,4.085,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[25]
11/10/22 14:26,Xylocarpus granatum,https://drive.google.com/open?id=1iXCPq7whqXVVeW7xDFpXTI74E5Lu_pJ0,49.5,7.7, ,https://drive.google.com/open?id=1EFUUQ1DV8xRtTKKkZAfezZx-OtyWlcZS,https://drive.google.com/open?id=17MEZNNDyBKwN7z4OWH_BguvzpgFNXTKY, ,https://drive.google.com/open?id=1LjH2cJkmMTIXxcfhJcCAWoMJzi-2HHNT,https://drive.google.com/open?id=1ii8g2kl4BDG2sHGfwye_KHGEcgY6LD9P,"13.6286675,121.2078806",76.8,1.084,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[26]
11/10/22 14:27,Excoecaria agallocha,https://drive.google.com/open?id=1T6DJp82eNwcUjSjM7XarypjaI8mPDBg-,18.2,9.3, ,https://drive.google.com/open?id=1u34iMSdbH6trGLmIslqEPMaQIifs-kKr,https://drive.google.com/open?id=1MVXkx7nYlgEp9IZJ3Pve_6UbbGHhjEX5, , ,https://drive.google.com/open?id=1XGu8Y8eNETybyhGU_lP8mLkAoYF1rOvc,"13.6284575,121.2081881",57.467,1.913,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[27]
11/10/22 14:29,Avicennia marina,https://drive.google.com/open?id=1eE7KYf4NblCjl4NPOfGP4a4he-v3Mf8t,38.5,10.5, ,https://drive.google.com/open?id=11rxTXX9Vd7wBTIXuMj8XnXPoUmnywI-y,https://drive.google.com/open?id=1CBERM-MIRoUvmNNDyyYUtD4aj3FfFsNL, ,https://drive.google.com/open?id=1978P58UBATi5XVibh2s9d8q0GVkaT6tv,https://drive.google.com/open?id=19WFGApIFyHIoqWnr6fU_qiBbAKV35Cdb,"13.6283996,121.2077631",45.076,3.24,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[28]
11/10/22 14:31,Avicennia marina,https://drive.google.com/open?id=1sfaMLoiarJ3vlyECQDQaXt4rxnMqRWlv,18.5,10.1, ,https://drive.google.com/open?id=19IUTRS0MGzTy8eKFvJxuNrbkf91YCuKC,https://drive.google.com/open?id=1fy2rLoRbRE7IThMNMsayJCh2g_r4MF4g, ,https://drive.google.com/open?id=12e55rtBCkQcqP72keUrrwS8fvoBL2OUb,https://drive.google.com/open?id=1LHwE_Jig6fU1DGojcHyfBpkbUKwcjRow,"13.6286488,121.207839",64.988,1.436,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[29]
11/10/22 14:32,Excoecaria agallocha,https://drive.google.com/open?id=1390vxkLwZrJcnyr9DismJ-NiLE5p_G27,20.1,8, ,https://drive.google.com/open?id=117qvUzp0d33S3B2G1yTm2B2MdOOukzqG,https://drive.google.com/open?id=1TFaLmuMCabuL2ot-P6AEgwt-w56oYVYa, , ,https://drive.google.com/open?id=1nWlRvoYwmtAn_Eue3V0FPpw4fYc0PM-E,"13.6286827,121.2079881",13.493,3.314,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[30]
11/10/22 14:34,Avicennia marina,https://drive.google.com/open?id=1tD_pm4NAfo9TaFK9w0hO67O7KHQWIetT,15,9.3, ,https://drive.google.com/open?id=15AGQ8Eh80uvO4JYqFSrZjzRFhiXuy_AQ,https://drive.google.com/open?id=13stFuzTMUtlMM5-jpZh5r10nLYk7Yoz_, , ,https://drive.google.com/open?id=1fhpJ4w0nCr-JOBIzyKbF77fYR0wYpFAq,"13.6285015,121.2077753",100.766,2.524,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[31]
11/10/22 14:44,Excoecaria agallocha,https://drive.google.com/open?id=15hlSHOG60KBRZYIbeukki-gGPxkJ3umg,37,10.3, ,https://drive.google.com/open?id=1q0lhBPn63eV3Lx0L1haMzzBdTb3Saq3W,https://drive.google.com/open?id=1l9WH4nVpngel7oWrwkOcEx87uxeE83cH, , ,https://drive.google.com/open?id=1DjDWdIB4k9zCBluLvvp5MbKKt1Mu5b0s,"13.6286677,121.2079331",42.017,1.764,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[32]
11/10/22 14:45,Avicennia marina,https://drive.google.com/open?id=19g_NoqhsZgLJhA1Frj9a-6gLSq8ttGdz,37,9.3, ,https://drive.google.com/open?id=16NV-YJi_enWUTB-4gpX-hYQ0jc8T810L,https://drive.google.com/open?id=1WSgh7dOImvr41u7jrg5ulPybLH4X2H99, ,https://drive.google.com/open?id=1hm2ljv2aVtff2jVhORHClY2A8COsegZH,https://drive.google.com/open?id=1sFF6RcIVdM3UOLJm5s_aPJkbEazWmSbo,"13.6285444,121.2078788",78.445,1.114,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[33]
11/10/22 14:47,Avicennia marina,https://drive.google.com/open?id=1vyAciAaekb6hSkLLOW0NhNrnGYzNjaho,15,10.3, ,https://drive.google.com/open?id=116grz3xqnMIsbYnG_Gok50WjasBpuvM8,https://drive.google.com/open?id=1__7poYjTMAkVE2CAjh82ObOKe_kLfLhq, , ,https://drive.google.com/open?id=1deYMgcYTpx3-WoJjVc6vRsP-X-Z38GNR,"13.6286835,121.2079421",23.432,0.948,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[34]
11/10/22 14:49,Excoecaria agallocha,https://drive.google.com/open?id=19MC51PhKgxk_ZZen8_xNpmhI9lBjvBts,47.5,9.3, ,https://drive.google.com/open?id=1sVuakSJHhmyAWkLADu31T0vK3lyCoa79,https://drive.google.com/open?id=1ulupWzz-T_eIkp4BREtjvjYWXljC99Sv, , ,https://drive.google.com/open?id=1fLW_3pIQeEsH7FYkGnQpt8PYQSMaSfcT,"13.6283375,121.2081189",54.329,1.114,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[35]
11/10/22 14:50,Xylocarpus granatum,https://drive.google.com/open?id=1qzUB6Mn-GL4kfgC5NsszW2kSQ9iCJehR,79.8,7.1, ,https://drive.google.com/open?id=1x0ajxOQgFQIulgvqqAIwC9ByzPcmXlJS,https://drive.google.com/open?id=15PAUVH24O2xDk7ghyAfz_1MNv_fdBwvr, , ,https://drive.google.com/open?id=1E3rTd_bhkiy19hdLU78FlzsbvnY1Sfzh,"13.6287024,121.2078749",37.408,1.301,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[36]
11/10/22 14:52,Excoecaria agallocha,https://drive.google.com/open?id=1tQMlSA6vKhDpJAI2S37wRQ73khnU1v4O,17.5,9.9, ,https://drive.google.com/open?id=19YrofPWDNPPXOFNhxjmARvppreRTR9hH,https://drive.google.com/open?id=1wRIo_fQUs5Y9bdruYsrNoD_VPESP3ELM, , ,https://drive.google.com/open?id=1DyHzeZGuP0rPOufnCbP3MmeoLbWepOce,"13.6288307,121.2080353",123.739,1.608,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[37]
11/10/22 14:52,Excoecaria agallocha,https://drive.google.com/open?id=1FbQtEDXSo_MPbi5_Kh6h59hbqvVDwIOj,51.4,7.4, ,https://drive.google.com/open?id=1_T3G3Rwj8tI2H7FIUfErTp3_u-xfuUrp,https://drive.google.com/open?id=1mg-zC5gyUzRZvCsah3ZvHva0R5QHP8jS, , ,https://drive.google.com/open?id=1EtUD2l1Hq9fP7I9MbsHzEwBzHW20MUt2,"13.6281808,121.2079855",89.393,1.519,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[38]
11/10/22 14:54,Excoecaria agallocha,https://drive.google.com/open?id=1vus-BkQ3dIJoI4mh3pAnaYwg_4BRrYnU,46,6.8, ,https://drive.google.com/open?id=1-cOwK_kWan0_UJCeaJR_wngzv1Gu-Mv0,https://drive.google.com/open?id=1hl-uW460bLT57MaCL9r5y85GQNfAHBui, , ,https://drive.google.com/open?id=1p0kbRTU3y0744uGreNE3Ag4TnbMXlUko,"13.6285605,121.2081096",32.994,1.351,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[39]
11/10/22 14:56,Xylocarpus granatum,https://drive.google.com/open?id=1yMCS4K9p2RtRj3nBeLk9Kq3wCQLZle-K,118,9.4, ,https://drive.google.com/open?id=1LMcaEcprMjXwRg5ENyBTvQDI53B8pdGk,https://drive.google.com/open?id=14aKg93J9vA16M2_Wf7SF5xnPWgugvd28, , ,https://drive.google.com/open?id=15tnU0ZIWswnmi1FebD6BFIEcPR3NvaYU,"13.6286185,121.2084541",-50.907,3.9,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[40]
11/10/22 14:58,Avicennia marina,https://drive.google.com/open?id=1JacYygBvrKKCbi72tvyVVbc51IZhXyp8,20.6,9.1, ,https://drive.google.com/open?id=1J4pzv7yD3bWIneWmK7UDmCSdSPliCOQU,https://drive.google.com/open?id=14S-myQhDd8xNy5RcCq_yQTC37VZn8IFc, , ,https://drive.google.com/open?id=1LAQH4Nov6nQt_iRNrZqkSgIm_wnJXXQs,"13.6286223,121.2080135",54.826,1.424,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[41]
11/10/22 14:59,Avicennia marina,https://drive.google.com/open?id=1tvzmSGTldA1BmDYN6QYQOBAxVxLkg9Kn,21.4,10.8, ,https://drive.google.com/open?id=141x0zDgZUAjvN3dJrMBTs40bMwL0SN8k,https://drive.google.com/open?id=19_osXgthW8EaaMOawHkcnxMN7LtHIG2m, , ,https://drive.google.com/open?id=1OVkR5rn2o8GHMdBzMKct3CnFQnBOfrke,"13.6286329,121.2080974",95.628,1.536,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c,uuid:05ae2790-0c26-4f43-a6ba-d0a090f35f2c/tree_records[42]
